Statement,Header,Nombre del campo,Valor del campo
Statement,Data,Title,Transaction History
Statement,Data,Period,"Abril 29, 2020 - Diciembre 26, 2025"
Statement,Data,WhenGenerated,"2025-12-28, 15:21:07 EST"
Summary,Header,Nombre del campo,Valor del campo
Summary,Data,Divisa base,USD
Summary,Data,Efectivo inicial,0.0
Summary,Data,Cambio,320.438476139
Summary,Data,Efectivo final,320.438476139
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Gross Amount ,Commission,Net Amount
Transaction History,Data,2020-07-13,U***7847,REPAY HOLDINGS CORP,Sell,RPAY,-2.0,25.4838,50.9676,-0.511040384,50.456559616
Transaction History,Data,2020-07-09,U***7847,LAKELAND INDUSTRIES INC,Buy,LAKE,4.0,24.84,-99.36,-0.9936,-100.3536
Transaction History,Data,2020-07-08,U***7847,NIU TECHNOLOGIES-SPONS ADR,Sell,NIU,-4.0,21.91,87.64,-0.878812844,86.761187156
Transaction History,Data,2020-07-08,U***7847,NIU TECHNOLOGIES-SPONS ADR,Buy,NIU,4.0,23.41,-93.64,-0.9364,-94.5764
Transaction History,Data,2020-07-08,U***7847,NIU TECHNOLOGIES-SPONS ADR,Sell,NIU,-4.0,23.655,94.62,-0.948767102,93.671232898
Transaction History,Data,2020-07-08,U***7847,NIU TECHNOLOGIES-SPONS ADR,Buy,NIU,4.0,25.43,-101.72,-1.0,-102.72
Transaction History,Data,2020-07-07,U***7847,MACERICH CO/THE,Buy,MAC,10.0,8.27,-82.7,-0.827,-83.527
Transaction History,Data,2020-07-07,U***7847,ICLICK INTERACTIVE ASIA-ADR,Buy,ICLK,20.0,5.42,-108.4,-1.0,-109.4
Transaction History,Data,2020-07-06,U***7847,J*****04:US Consolidated Snapshot for Jun 2020,Other Fee,-,-,-,0.02,-,0.02
Transaction History,Data,2020-07-06,U***7847,J*****04:US Consolidated Snapshot for Jun 2020,Other Fee,-,-,-,-0.02,-,-0.02
Transaction History,Data,2020-07-02,U***7847,NIU TECHNOLOGIES-SPONS ADR,Sell,NIU,-7.0,17.571,122.997,-1.003551234,121.993448766
Transaction History,Data,2020-07-01,U***7847,NAUTILUS INC,Buy,NLS,10.0,8.99,-89.9,-0.899,-90.799
Transaction History,Data,2020-06-26,U***7847,DOUYU INTERNATIONAL HOLD-ADR,Buy,DOYU,8.0,11.375,-91.0,-0.91,-91.91
Transaction History,Data,2020-06-25,U***7847,REPAY HOLDINGS CORP,Buy,RPAY,2.0,26.21,-52.42,-0.5242,-52.9442
Transaction History,Data,2020-06-24,U***7847,Transferencia de Fondos Electrónica,Deposit,-,-,-,530.0,-,530.0
Transaction History,Data,2020-06-24,U***7847,NIU TECHNOLOGIES-SPONS ADR,Buy,NIU,7.0,14.77,-103.39,-1.0,-104.39
Transaction History,Data,2020-05-05,U***7847,J*****04:US Consolidated Snapshot for Abr 2020,Other Fee,-,-,-,0.01,-,0.01
Transaction History,Data,2020-05-05,U***7847,J*****04:US Consolidated Snapshot for Abr 2020,Other Fee,-,-,-,-0.01,-,-0.01
Transaction History,Data,2020-04-29,U***7847,Transferencia de Fondos Electrónica,Deposit,-,-,-,3.0,-,3.0
